,CPD_MP,CODIGO_MP,DESCRICAO_MP,SUBGRUPO,ESTOQUE,ESTOQUE_LP,ESTOQUE_CORTE,PERC_ESTOQUE_LP,PERC_ESTOQUE_CORTE,HORIZONTE_PROGRAMACAO,ESTOQUE_LP_CONSIDERADO,ESTOQUE_CORTE_CONSIDERADO
19,5753.0,350701009019004,"C.FLEX 0,50MM2  300V -40ºC A 105ºC (DIN 72551) LJ",CABOS SINGELOS,6000.0,11820.153000000228,2910.6229999999596,45.0,85.0,4.0,5319.068850000102,2474.0295499999656
20,5754.0,350701009016004,"C.FLEX 0,50MM2  300V -40ºC A 105ºC (DIN 72551) VIOLETA",CABOS SINGELOS,8000.0,4997.15599999997,978.3740000000122,45.0,85.0,4.0,2248.7201999999866,831.6179000000103
21,6365.0,880645-6,"TERMINAL FEMEA POSITIVE LOCK 6.35 X 0.81 MM PARA CABO 1,00-2,50MM²",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,1300.0,1133.0,0.0,75.0,85.0,10.0,849.75,0.0
22,7307.0,"COND C.F 2,50 105ºC PT 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",4800.0,4835.576000000045,1263.0779999999709,45.0,85.0,4.0,2176.00920000002,1073.6162999999751
23,7308.0,"COND C.F 2,50 105ºC VM 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",4800.0,3757.053999999983,62.82900000002334,45.0,85.0,4.0,1690.6742999999924,53.40465000001984
24,7323.0,"COND C.F 1,0 AM 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,800.0,333.344,8.598000000004099,45.0,85.0,4.0,150.0048,7.3083000000034835
25,7324.0,"COND C.F 1,0 VM 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,0.0,1392.5859999999952,2830.179000000002,45.0,85.0,4.0,626.6636999999979,2405.6521500000017
26,7325.0,"COND C.F 1,0 VL 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,0.0,1139.4139999999948,1010.4030000000107,45.0,85.0,4.0,512.7362999999976,858.842550000009
27,7486.0,"COND C.F 1,0 BR 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,1600.0,2213.0939999999987,696.5780000000017,45.0,85.0,4.0,995.8922999999994,592.0913000000014
28,7559.0,"COND C.F 1,0 PT 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,3760.0,2759.293999999948,1224.755000000025,45.0,85.0,4.0,1241.6822999999767,1041.0417500000212
29,7754.0,"COND C.F 1,5 PT 105 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,0.0,3711.2229999999554,1218.910999999997,45.0,85.0,4.0,1670.05034999998,1036.0743499999976
30,7755.0,"COND C.F 1,5 VM 105 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,1000.0,1864.2039999999763,2838.447999999946,45.0,85.0,4.0,838.8917999999893,2412.680799999954
31,7862.0,LW-4200F1402,CONECTOR MINIFIT 14V PARA TERMINAL FEMEA (PLÁSTICO TRANSPARENTE),CONECTORES MINI-FITS,799.0,756.0,0.0,90.0,85.0,6.0,680.4,0.0
32,9666.0,042241079902,"ETQ BR B9207 65,0 X 25,0 REF(1252) (MODELO 6)",ETIQUETAS E RIBBONS INTERNAS,15000.0,27854.0,0.0,100.0,0.0,8.0,27854.0,0.0
33,9983.0,"COND C.F 1,0 AZ 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,1200.0,478.44099999999935,680.9760000000016,45.0,85.0,4.0,215.29844999999972,578.8296000000014
34,9986.0,"COND C.F 1,0 CZ 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,1500.0,1343.0450000000405,1157.3549999999939,45.0,85.0,4.0,604.3702500000182,983.7517499999948
35,9988.0,"COND C.F 1,0 VD 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,0.0,979.351999999997,1124.9010000000044,45.0,80.0,4.0,440.7083999999987,899.9208000000035
36,9989.0,"COND C.F 1,0 LJ 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,1500.0,1629.9479999999985,1494.2640000000054,45.0,85.0,4.0,733.4765999999994,1270.1244000000045
37,12452.0,6326,PORCA SEXTAVADA M6,USO CONSUMO,2423.0,654.0,0.0,75.0,85.0,4.0,490.5,0.0
38,12454.0,ARRUELA DE PRESSÃO P/M6,ARRUELA DE PRESSAO P/M6,"PARAFUSOS, PORCAS E ARRUELAS",3166.0,372.0,0.0,60.0,85.0,4.0,223.2,0.0
39,16692.0,1062-20-0122,"TER SOQ DEUSTCH SIZE 20 NICKEL (0,33-1,31MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,11477.0,0.0,70.0,0.0,14.0,8033.9,0.0
40,16698.0,DTM06-12SB,CONECTOR SOQ 12V SIZE 20 DTM PR,AGRÍCOLA/AUTOMOTIVO,77.0,119.0,0.0,95.0,85.0,14.0,113.05,0.0
41,16699.0,DTM06-12SA,CONECTOR SOQ 12V SIZE 20 DTM CZ,AGRÍCOLA/AUTOMOTIVO,219.0,106.0,0.0,95.0,0.0,14.0,100.69999999999999,0.0
42,17226.0,1060-12-0166,"TER PINO DEUSTCH SIZE 12 NICKEL (2,08-3,31MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,2500.0,2538.0,0.0,65.0,0.0,14.0,1649.7,0.0
43,17232.0,114017-ZZ (2310345-1),SELO TAMPÃO DEUSTCH BR SIZE 12-16 (PN TE LOCAL: 2310345-1),SELOS,3448.0,2321.0,0.0,70.0,0.0,14.0,1624.6999999999998,0.0
44,17233.0,0413-204-2005 (2310362-1),SELO TAMPÃO DEUSTCH VM SIZE 20 (PN TE LOCAL: 2310362-1),SELOS,0.0,12677.0,0.0,95.0,0.0,14.0,12043.15,0.0
45,19496.0,282110-1,"TER SOQ FEMEA SUPERSEAL LT SN (0,75-1,5MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,16000.0,10348.0,0.0,75.0,0.0,16.0,7761.0,0.0
46,19498.0,LW-66502VA143,"SELO SUPERSEAL 1,1MM AM",SELOS,7000.0,25568.0,0.0,70.0,0.0,5.0,17897.6,0.0
47,20528.0,ESPAGUETE 20MM2 105ºC,ESPAGUETE PVC ANTI-CHAMA 105° 20MM2 - UL94-V2 - 551020,ESPAGUETES PVC,50.0,171.03999999999994,31.50000000000025,85.0,85.0,6.0,145.38399999999993,26.77500000000021
48,20588.0,"COND C.F 25,0 PT 750V 105ºC",CABO FLEXÍVEL 105ºC 750V NBR 9117,CABOS NBR 9117,0.0,21.66200000000007,25.675000000000104,95.0,85.0,4.0,20.578900000000065,21.82375000000009
49,20802.0,ESPAGUETE 06MM2 105ºC,ESPAGUETE PVC ANTI-CHAMA 105° 06MM2 - UL94-V2,ESPAGUETES PVC,0.0,130.90000000000018,33.39999999999997,65.0,85.0,6.0,85.08500000000012,28.389999999999972
50,21831.0,AT7228,TERMINAL OLHAL TUBULAR CABO 25MM M6,TERMINAIS OLHAIS E TUBULARES GRANEL,79.0,181.0,0.0,65.0,85.0,4.0,117.65,0.0
51,29958.0,927837-2,"TERMINAL STANDARD POWER TIMER 1-2,5MM2 (NÃO SELADO)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,1000.0,3201.0,0.0,75.0,85.0,8.0,2400.75,0.0
52,36482.0,12010300,SELO TAMPÃO WEATHER PACK 280 VD,SELOS,5488.0,276.0,0.0,70.0,85.0,16.0,193.2,0.0
53,36484.0,12010973 (9707 C),CONECTOR PINO 2V WEATHER PACK 280 PR,AGRÍCOLA/AUTOMOTIVO,108.0,176.0,0.0,90.0,85.0,6.0,158.4,0.0
54,36485.0,12015024,CONECTOR PINO 4V WEATHER PACK PR,AGRÍCOLA/AUTOMOTIVO,691.0,75.0,0.0,65.0,85.0,12.0,48.75,0.0
55,36487.0,12015792 (7707 C),CONECTOR SOQ 2V WEATHER PACK 280 PR,AGRÍCOLA/AUTOMOTIVO,1632.0,972.0,0.0,85.0,85.0,22.0,826.1999999999999,0.0
56,36490.0,12015798,CONECTOR SOQ 4V WEATHER PACK 280 PR,AGRÍCOLA/AUTOMOTIVO,100.0,120.0,0.0,90.0,85.0,10.0,108.0,0.0
57,36498.0,12020926,CONECTOR SOQ 6V WEATHER PACK PR,AGRÍCOLA/AUTOMOTIVO,273.0,64.0,0.0,95.0,85.0,16.0,60.8,0.0
58,36519.0,12047948,LOCK SECONDARY TPA M/P 4 BLK,AGRÍCOLA/AUTOMOTIVO,20.0,3.0,0.0,80.0,85.0,16.0,2.4000000000000004,0.0
59,36520.0,12048074,"TER SOQ METRIPACK 150 LT SN (0,5-1,00MM)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,2771.0,0.0,0.0,85.0,,0.0,0.0
60,36525.0,12052634,TRAVA SECUNDÁRIA 2V METRI-PACK  AZ (SUBSTITUTO DO PN 12077756),AGRÍCOLA/AUTOMOTIVO,0.0,252.0,0.0,65.0,85.0,6.0,163.8,0.0
61,36526.0,12052641,CONECTOR SOQ 2V METRI-PACK 150 PR,AGRÍCOLA/AUTOMOTIVO,39.0,138.0,0.0,95.0,85.0,18.0,131.1,0.0
62,36537.0,12059168,SELO TAMPÃO METRI PACK 150 VM,SELOS,268.0,129.0,0.0,0.0,85.0,16.0,0.0,0.0
63,36550.0,1062-16-0622 (2310364-1),"TER SOQ DEUSTCH SIZE 16 NICKEL (0,52-1,31MM²) - (PN TE LOCAL: 2310364-1)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,8000.0,15280.0,0.0,75.0,0.0,14.0,11460.0,0.0
64,36554.0,1062-16-1222,"TER SOQ DEUSTCH SIZE 16 NICKEL (1,31-3,31MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,4000.0,11848.0,0.0,65.0,0.0,14.0,7701.2,0.0
65,36557.0,12077412,"TER SOQ METRI-PACK 280 LT SN 1,00-2,00MM²",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,2260.0,15.0,0.0,65.0,85.0,6.0,9.75,0.0
66,36579.0,12089188,"TER SOQ WEATHER PACK 280 LT SN (0,5-0,8MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,2729.0,0.0,75.0,85.0,16.0,2046.75,0.0
67,36634.0,12124580,"TER SOQ WEATHER PACK 280 LT SN (1,00-2,00MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,6600.0,10066.0,0.0,70.0,0.0,16.0,7046.2,0.0
68,36635.0,12124582,"TER PINO WEATHER PACK 280 LT SN (1,00-2,00MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,2200.0,2103.0,0.0,65.0,85.0,14.0,1366.95,0.0
69,36716.0,15324982,"SELO VEDAÇÃO WEATHER PACK 280 VD (2,50-3,00MM²)",SELOS,10582.0,7676.0,0.0,65.0,0.0,17.0,4989.400000000001,0.0
70,36722.0,15324985,"SELO VEDAÇÃO WEATHER PACK 280 VL (SUBSTITUTO PN 12089679) (0,50-1,5)",SELOS,34808.0,8377.0,0.0,65.0,85.0,16.0,5445.05,0.0
71,36734.0,15337281,"TERM SOQ METRI-PACK 150 LT SN (1,00-1,50MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,2195.0,0.0,75.0,85.0,16.0,1646.25,0.0
72,36760.0,0413-217-1605,SELO DE CAVIDADE BRANCO DEUTSCH TAMANHO 16 - MATERIAL PLASTICO,SELOS,0.0,4545.0,0.0,75.0,0.0,14.0,3408.75,0.0
73,36770.0,DTP04-4P-L012,CONECTOR PINO 4V SIZE 12 DTP FLANGEADO CZ,AGRÍCOLA/AUTOMOTIVO,36.0,40.0,0.0,95.0,85.0,12.0,38.0,0.0
74,36773.0,DTP06-4S,CONECTOR SOQ 4V SIZE 12 DTP CZ,AGRÍCOLA/AUTOMOTIVO,0.0,45.0,0.0,95.0,0.0,14.0,42.75,0.0
75,36774.0,1060-12-0222,"TER PINO DEUSTCH SIZE 12 NICKEL (5,26MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,2257.0,0.0,65.0,85.0,14.0,1467.05,0.0
76,36786.0,1060-16-0622,"TER PINO DEUSTCH SIZE 16 NICKEL (0,52-1,31MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,8000.0,17581.0,0.0,65.0,0.0,14.0,11427.65,0.0
77,36788.0,1060-16-1222,"TER PINO DEUSTCH SIZE 16 NICKEL (1,31-3,31MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,3200.0,7633.0,0.0,65.0,85.0,14.0,4961.45,0.0
78,36790.0,1062-12-0222,"TER SOQ DEUSTCH SIZE 12 NICKEL (5,26MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,3076.0,0.0,65.0,85.0,10.0,1999.4,0.0
79,36809.0,W12S-P012,TRAVA SECUNDÁRIA 12V VERDE,AGRÍCOLA/AUTOMOTIVO,6079.0,1042.0,0.0,95.0,0.0,14.0,989.9,0.0
80,36812.0,W2S-P012,TRAVA SECUNDÁRIA 2V VERDE,AGRÍCOLA/AUTOMOTIVO,0.0,1682.0,0.0,90.0,0.0,14.0,1513.8,0.0
81,36814.0,W4S-P012,TRAVA SECUNDÁRIA 4V VERDE,AGRÍCOLA/AUTOMOTIVO,0.0,324.0,0.0,95.0,0.0,14.0,307.8,0.0
82,36816.0,W6S-P012,TRAVA SECUNDÁRIA 6V VERDE,AGRÍCOLA/AUTOMOTIVO,0.0,439.0,0.0,95.0,0.0,14.0,417.04999999999995,0.0
83,36817.0,W8P,TRAVA SECUNDÁRIA DEUSTCH VD - P/ CONECTOR DT 8V PINO,AGRÍCOLA/AUTOMOTIVO,0.0,289.0,0.0,75.0,0.0,10.0,216.75,0.0
84,36821.0,W12P,TRAVA SECUNDÁRIA DEUSTCH VD - P/ CONECTOR DT 12V PINO,AGRÍCOLA/AUTOMOTIVO,102.0,645.0,0.0,75.0,0.0,14.0,483.75,0.0
85,36822.0,WP-4S,TRAVA SECUNDÁRIA DEUSTCH LR - P/ CONECTOR DTM 4V SOQ,AGRÍCOLA/AUTOMOTIVO,0.0,173.0,0.0,75.0,85.0,12.0,129.75,0.0
86,36860.0,927770-3,"TER. SOQ JR POWER TIMER LT SN (0,5-1,0MM²) SELADO",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,7500.0,1628.0,0.0,75.0,85.0,12.0,1221.0,0.0
87,36967.0,828905-1,"SELO VEDAÇÃO JR POWER TIMER BR (1,50-2,50MM²)",SELOS,0.0,28.0,0.0,65.0,85.0,16.0,18.2,0.0
88,36982.0,"COND C.F 4,00 PT 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",200.0,637.6599999999991,1.0140000000011682,45.0,85.0,4.0,286.9469999999996,0.861900000000993
89,36983.0,"COND C.F 4,00 VM 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",400.0,217.50300000000007,347.51100000000076,45.0,85.0,4.0,97.87635000000003,295.38435000000067
90,36984.0,"COND C.F 6,00 PT 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",300.0,586.6249999999957,144.84999999999954,45.0,85.0,4.0,263.98124999999806,123.1224999999996
91,36985.0,"COND C.F 6,00 VM 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",300.0,719.9480000000045,314.22499999999576,45.0,85.0,4.0,323.97660000000207,267.09124999999636
92,36998.0,"COND C.F 1,5 LJ 105 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,2000.0,3155.054000000066,1572.7959999999782,45.0,85.0,4.0,1419.7743000000298,1336.8765999999814
93,37000.0,"COND C.F 2,50 AZ 105ºC 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",800.0,317.756,15.590000000000527,45.0,85.0,4.0,142.9902,13.251500000000448
94,37011.0,"COND C.F 2,50 105ºC MR 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",800.0,262.08399999999864,235.9929999999997,45.0,85.0,4.0,117.93779999999938,200.59404999999975
95,37012.0,"COND C.F 2,50 105ºC LJ 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",0.0,527.9159999999986,227.31500000000253,45.0,85.0,4.0,237.56219999999936,193.21775000000216
96,37013.0,"COND C.F 2,50 105ºC VL 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",1600.0,2051.450000000002,884.0659999999998,45.0,85.0,4.0,923.1525000000009,751.4560999999998
97,37014.0,HDP26-24-31SE,CONECTOR SOQ CIRCULAR 31V SIZE 16 HDP20 PR,AGRÍCOLA/AUTOMOTIVO,122.0,33.0,0.0,98.0,85.0,10.0,32.339999999999996,0.0
98,37045.0,12124587,"TER PINO WEATHER PACK 280 LT SN (2,50-3,00MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,4000.0,4689.0,0.0,65.0,85.0,16.0,3047.85,0.0
99,37055.0,"COND C.F 1,5 CZ 105 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,27000.0,24623.45700000031,2233.3629999999816,45.0,90.0,4.0,11080.55565000014,2010.0266999999835
100,37147.0,"COND C.F 10,00 PT 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",300.0,167.14899999999938,24.19599999999992,45.0,85.0,4.0,75.21704999999972,20.56659999999993
101,37151.0,"COND C.F 10,00 VM 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",0.0,436.06900000000087,66.62899999999965,45.0,85.0,4.0,196.2310500000004,56.6346499999997
102,37156.0,"COND C.F 1,5 AM 105 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,6000.0,3175.3920000000144,399.83499999999754,45.0,85.0,4.0,1428.9264000000064,339.8597499999979
103,37168.0,"COND C.F 1,5 VL 105 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,CABOS SINGELOS,1000.0,1378.653000000001,2107.7420000000093,45.0,85.0,4.0,620.3938500000004,1791.580700000008
104,37169.0,"COND C.F 2,50 VD 105ºC 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",0.0,520.6639999999993,806.1260000000018,45.0,85.0,4.0,234.2987999999997,685.2071000000016
105,37171.0,"COND C.F 4,00 MR 300V",CABO AUTO ER -40+105ºC DIN72551-6 300V COBRE,"CABOS SINGELOS (2,5MM2 A 95MM2)",400.0,576.7840000000002,1055.2229999999959,45.0,85.0,4.0,259.5528000000001,896.9395499999964
106,37252.0,"WA3/16PR 4,5MM","TERMO RETRATIL ADESIVADO Ø 4,5MM (3/16 POL.)",TERMOS RETRATEIS ADESIVADOS,100.0,9.04999999999981,61.690000000000005,5.0,75.0,4.0,0.4524999999999906,46.267500000000005
107,37259.0,"WA1/4PR 6,4MM","TERMO RETRATIL ADESIVADO Ø 6,4MM (1/4 POL.) EM ROLO",TERMOS RETRATEIS ADESIVADOS,600.0,28.450000000000117,1.229999999999995,5.0,65.0,4.0,1.4225000000000059,0.7994999999999969
108,37261.0,"WA3/8PR 9,5MM","TERMO RETRATIL ADESIVADO Ø 9,5MM (3/8 POL.) EM ROLO",TERMOS RETRATEIS ADESIVADOS,100.0,29.719999999999914,391.44999999999993,5.0,85.0,4.0,1.4859999999999958,332.73249999999996
109,37262.0,"WA1/2PR 12,7MM","TERMO RETRATIL ADESIVADO Ø 12,7MM (1/2 POL.) EM ROLO",TERMOS RETRATEIS ADESIVADOS,599.9999999999999,37.36000000000004,2.534999999999989,5.0,85.0,4.0,1.868000000000002,2.1547499999999906
110,37268.0,WA1-1/2PR 36MM,TERMO RETRATIL ADESIVADO Ø 36MM (1½ POL.) EM ROLO,TERMOS RETRATEIS ADESIVADOS,25.0,2.870000000000096,17.729999999999993,5.0,75.0,4.0,0.14350000000000482,13.297499999999996
111,37823.0,282089-1,CONECTOR SOQ 5V SUPERSEAL PR,CONECTORES SELADOS,515.0,326.0,0.0,90.0,0.0,16.0,293.40000000000003,0.0
112,37896.0,20391 - PORCA SEXTAVADA M4,"PORCA SEXTAVADA M4 ZINCADO BRANCO 5,8 MA ZB4 (N.0004.X1)",USO CONSUMO,1820.0,540.0,0.0,85.0,85.0,4.0,459.0,0.0
113,38355.0,172888-2,"SELO VEDAÇÃO ECONOSEAL (0,5-1,25MM²) CZ",SELOS,167.0,2612.0,0.0,65.0,85.0,16.0,1697.8,0.0
114,38359.0,735222-2,"TER RECEP 6.3X0,8MM FAST-ON LT SN C/TRAVA (1 ,00-2,5MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,10000.0,18347.0,0.0,70.0,85.0,8.0,12842.9,0.0
115,38361.0,626213-1,"CONECTOR RECEP  3V 7,9 BR (LAMPADA)",AGRÍCOLA/AUTOMOTIVO,1297.0,144.0,0.0,90.0,85.0,10.0,129.6,0.0
116,38373.0,180422-2,"TER RECEP 90º 7,9X1,2 (1,00-2,50MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,407.0,365.0,0.0,75.0,85.0,10.0,273.75,0.0
117,39009.0,444496-1,CONECTOR 2V SOQ BULDOG JR POWER TIMER PR,"TERMINAIS OLHAIS, TUBULARES E FORQUILHAS ENFITADOS",52.0,95.0,0.0,95.0,85.0,8.0,90.25,0.0
118,42346.0,PARAFUSO CP M4X12 AÇO INOX,PARAFUSO CABEÇA DE PANELA M4X12MM AÇO INOX,"PARAFUSOS, PORCAS E ARRUELAS",3800.0,974.0,0.0,80.0,85.0,4.0,779.2,0.0
119,42432.0,W6P,TRAVA SECUNDÁRIA DEUSTCH VD - P/ CONECTOR DT 6V PINO,AGRÍCOLA/AUTOMOTIVO,0.0,365.0,0.0,75.0,0.0,10.0,273.75,0.0
120,44145.0,WM-12S,TRAVA SECUNDÁRIA DEUSTCH LR - P/ CONECTOR DTM 12V SOQ,AGRÍCOLA/AUTOMOTIVO,443.0,418.0,0.0,85.0,85.0,14.0,355.3,0.0
121,44400.0,4250000873,"TER SOQ CINCH SHS LT SN (0,8 - 1,5MM²)",TERMINAIS AGRÍCOLAS/AUTOMOTIVOS,0.0,5461.0,0.0,70.0,0.0,16.0,3822.7,0.0
