"";"PK_OSE";"FK_CAD";"FK_CON";"FK_USU";"DATA";"OBSERVACAO";"ALT_PED";"DATA_ENV";"FK_USUENV";"OP_MATRIZ";"FK_CADCLI";"LIBERADO_PCP";"IMP_ETIQ";"DATA_ANALISE_COMPRAS";"FK_USU_ANALISE"
0;114562.0;13.0;"";144.0;"2020-02-12 12:30:06.005";"";"";"";"";"";"";"N";"N";"";""
