"";"PK_IPC";"FK_PCO";"FK_PRO";"QUANTIDADE";"QTD_RECEB";"VALOR";"FK_MOE";"ENTREGA";"SEM_ENTREG";"FK_UNI";"QTD_CANC";"FOLLOWUP";"DT_FOLLOW";"DATA_IDEAL";"OBS";"VALOR_ANTERIOR";"DATA_ULT_ATUALIZACAO_FOLLOW";"FINALIDADE";"SOLICITANTE"
0;902.0;246.0;800.0;500.0;500.0;0.088;1.0;"2003-10-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.088;"";"";""
1;979.0;260.0;819.0;2000.0;2000.0;0.052;1.0;"2003-11-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.052;"";"";""
2;1470.0;362.0;907.0;5000.0;5000.0;0.05;1.0;"2004-01-16 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
3;1472.0;363.0;907.0;70000.0;70000.0;0.05;1.0;"2004-01-23 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
4;1536.0;381.0;800.0;500.0;500.0;0.0948;1.0;"2004-01-22 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.0948;"";"";""
5;1779.0;444.0;908.0;7000.0;7000.0;0.05;1.0;"2004-02-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
6;1823.0;466.0;908.0;10500.0;10500.0;0.05;1.0;"2004-03-05 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
7;1900.0;486.0;907.0;7000.0;7000.0;0.055;1.0;"2004-03-18 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
8;1901.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-03-25 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
9;1902.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-04-01 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
10;1903.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-04-08 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
11;1904.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-04-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
12;1905.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-04-22 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
13;1906.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-04-09 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
14;1907.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-05-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
15;1908.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-05-13 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
16;1909.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-05-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
17;1910.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-05-27 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
18;1911.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-06-03 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
19;1912.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-06-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
20;1913.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2004-06-17 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
21;1914.0;487.0;907.0;7000.0;7000.0;0.055;1.0;"2007-06-24 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
22;1939.0;497.0;1062.0;20000.0;17500.0;0.128;2.0;"2004-04-10 00:00:00.000";0.0;1.0;2500.0;"";"";"";"";0.128;"";"";""
23;1942.0;497.0;1065.0;1500.0;1500.0;0.084;2.0;"2004-04-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
24;1986.0;507.0;908.0;14000.0;14000.0;0.055;1.0;"2004-03-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
25;2191.0;532.0;908.0;10500.0;10500.0;0.05;1.0;"2004-04-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
26;2223.0;545.0;908.0;7000.0;7000.0;0.05;1.0;"2004-04-27 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
27;2332.0;580.0;1062.0;20000.0;20000.0;0.4041;1.0;"2004-06-01 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.4041;"";"";""
28;2333.0;581.0;908.0;14000.0;14000.0;0.055;1.0;"2004-06-01 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
29;2363.0;593.0;819.0;3000.0;3000.0;0.059;1.0;"2004-06-07 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.059;"";"";""
30;2425.0;614.0;908.0;14000.0;14000.0;0.055;1.0;"2004-06-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
31;2588.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-07-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
32;2589.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-07-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
33;2590.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-08-05 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
34;2591.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-08-12 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
35;2592.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-08-19 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
36;2593.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-08-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
37;2594.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-09-02 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
38;2595.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-09-09 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
39;2596.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-09-16 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
40;2597.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-09-23 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
41;2598.0;653.0;907.0;7000.0;7000.0;0.055;1.0;"2004-09-30 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
42;2673.0;675.0;908.0;3500.0;3500.0;0.055;1.0;"2004-08-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
43;2702.0;687.0;907.0;7000.0;7000.0;0.055;1.0;"2004-08-17 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
44;2793.0;718.0;800.0;1000.0;1000.0;0.0948;1.0;"2004-09-03 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.0948;"";"";""
45;2797.0;720.0;908.0;21000.0;21000.0;0.055;1.0;"2004-09-03 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
46;2798.0;720.0;907.0;14000.0;14000.0;0.055;1.0;"2004-09-03 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
47;2867.0;741.0;908.0;14000.0;14000.0;0.055;1.0;"2004-09-21 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
48;2916.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-10-04 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
49;2917.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-10-11 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
50;2918.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-10-18 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
51;2919.0;763.0;907.0;7000.0;14000.0;0.055;1.0;"2004-11-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
52;2920.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-11-01 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
53;2921.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-11-08 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
54;2922.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-11-16 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
55;2923.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-11-22 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
56;2924.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-11-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
57;2925.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-12-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
58;2926.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-12-13 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
59;2927.0;763.0;907.0;7000.0;7000.0;0.055;1.0;"2004-12-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
60;2928.0;763.0;907.0;7000.0;0.0;0.055;1.0;"2004-12-27 00:00:00.000";0.0;1.0;7000.0;"";"";"";"";0.055;"";"";""
61;3038.0;781.0;1065.0;1000.0;1000.0;0.084;2.0;"2004-10-04 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
62;3039.0;781.0;1062.0;2000.0;2000.0;0.128;2.0;"2004-10-04 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
63;3067.0;788.0;908.0;14000.0;14000.0;0.055;1.0;"2004-10-07 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
64;3096.0;800.0;908.0;14000.0;14000.0;0.055;1.0;"2004-10-19 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
65;3104.0;804.0;908.0;35000.0;35000.0;0.055;1.0;"2004-10-22 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
66;3147.0;823.0;1065.0;500.0;500.0;0.084;2.0;"2004-11-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
67;3148.0;823.0;1062.0;4200.0;4200.0;0.128;2.0;"2004-11-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
68;3149.0;823.0;1065.0;500.0;500.0;0.084;2.0;"2004-12-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
69;3150.0;823.0;1062.0;4200.0;4200.0;0.128;2.0;"2004-12-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
70;3242.0;855.0;908.0;28000.0;28000.0;0.055;1.0;"2004-11-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
71;3278.0;870.0;907.0;7000.0;7000.0;0.055;1.0;"2004-11-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
72;3293.0;878.0;1065.0;500.0;500.0;0.084;2.0;"2004-12-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
73;3294.0;878.0;1062.0;4200.0;4200.0;0.128;2.0;"2004-12-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
74;3295.0;878.0;1065.0;500.0;500.0;0.084;2.0;"2005-01-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
75;3296.0;878.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-01-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
76;3297.0;878.0;1065.0;500.0;500.0;0.084;2.0;"2005-02-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
77;3298.0;878.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-02-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
78;3300.0;879.0;800.0;1000.0;1000.0;0.1172;1.0;"2004-11-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.1172;"";"";""
79;3302.0;879.0;819.0;3000.0;3000.0;0.0;1.0;"2004-11-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.0;"";"";""
80;3599.0;938.0;908.0;14000.0;14000.0;0.055;1.0;"2004-12-17 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
81;3605.0;940.0;907.0;42000.0;42000.0;0.055;1.0;"2004-12-23 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
82;3606.0;940.0;908.0;14000.0;14000.0;0.055;1.0;"2004-12-23 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
83;3675.0;965.0;907.0;28000.0;28000.0;0.055;1.0;"2005-01-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
84;3714.0;981.0;1065.0;500.0;500.0;0.084;2.0;"2005-03-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
85;3715.0;981.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-03-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
86;3716.0;981.0;1065.0;500.0;500.0;0.084;2.0;"2005-04-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
87;3717.0;981.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-04-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
88;3718.0;981.0;1065.0;500.0;500.0;0.084;2.0;"2005-05-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
89;3719.0;981.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-05-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
90;3720.0;981.0;1065.0;500.0;500.0;0.084;2.0;"2005-06-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
91;3721.0;981.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-06-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
92;3761.0;996.0;908.0;14000.0;14000.0;0.055;1.0;"2005-01-31 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
93;3972.0;1070.0;908.0;14000.0;14000.0;0.055;1.0;"2005-03-02 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
94;4016.0;1094.0;907.0;42000.0;42000.0;0.055;1.0;"2005-03-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
95;4034.0;1104.0;908.0;7000.0;7000.0;0.055;1.0;"2005-03-17 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
96;4049.0;1109.0;908.0;49000.0;49000.0;0.051;1.0;"2005-03-21 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
97;4060.0;1114.0;907.0;105000.0;105000.0;0.055;1.0;"2005-03-23 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.055;"";"";""
98;4235.0;1190.0;1065.0;3000.0;3000.0;0.084;2.0;"2005-04-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.084;"";"";""
99;4280.0;1206.0;908.0;14000.0;14000.0;0.051;1.0;"2005-05-02 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
100;4394.0;1241.0;908.0;28000.0;28000.0;0.051;1.0;"2005-05-11 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
101;4467.0;1267.0;907.0;42000.0;42000.0;0.05;1.0;"2005-05-19 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
102;4557.0;1305.0;907.0;31500.0;31500.0;0.05;1.0;"2005-06-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
103;4558.0;1305.0;908.0;14000.0;14000.0;0.05;1.0;"2005-06-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
104;4606.0;1318.0;908.0;28000.0;28000.0;0.051;1.0;"2005-06-13 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
105;4622.0;1327.0;1062.0;5000.0;5000.0;0.128;2.0;"2005-06-15 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
106;4629.0;1332.0;907.0;7000.0;7000.0;0.05;1.0;"2005-06-17 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
107;4650.0;1337.0;800.0;1000.0;1000.0;0.1237;1.0;"2005-06-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.1237;"";"";""
108;4768.0;1377.0;907.0;42000.0;42000.0;0.05;1.0;"2005-06-27 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
109;4862.0;1390.0;908.0;14000.0;14000.0;0.051;1.0;"2005-07-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
110;4863.0;1390.0;907.0;28000.0;28000.0;0.05;1.0;"2005-07-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
111;4881.0;1401.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-08-01 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
112;4882.0;1401.0;1062.0;4200.0;4200.0;0.128;2.0;"2005-09-01 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
113;4959.0;1439.0;907.0;42000.0;42000.0;0.05;1.0;"2005-07-25 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
114;5051.0;1481.0;907.0;9000.0;9000.0;0.05;1.0;"2005-08-08 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
115;5094.0;1499.0;908.0;21000.0;21000.0;0.051;1.0;"2005-08-17 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
116;5147.0;1524.0;907.0;35000.0;35000.0;0.05;1.0;"2005-08-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
117;5153.0;1528.0;1062.0;3400.0;3400.0;0.128;2.0;"2005-08-30 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.128;"";"";""
118;5218.0;1555.0;907.0;56000.0;56000.0;0.05;1.0;"2005-09-09 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
119;5220.0;1555.0;908.0;28000.0;28000.0;0.05;1.0;"2005-09-09 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
120;5227.0;1558.0;1062.0;4000.0;4000.0;0.2972;1.0;"2005-09-12 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.2972;"";"";""
121;5325.0;1589.0;1065.0;1000.0;1000.0;0.088;2.0;"2005-09-21 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.088;"";"";""
122;5429.0;1601.0;1065.0;1000.0;1000.0;0.088;2.0;"2005-09-26 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.088;"";"";""
123;5510.0;1639.0;907.0;42000.0;42000.0;0.05;1.0;"2005-10-11 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
124;5667.0;1711.0;908.0;28000.0;28000.0;0.051;1.0;"2005-11-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
125;5668.0;1711.0;907.0;42000.0;42000.0;0.05;1.0;"2005-11-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
126;5683.0;1720.0;1062.0;5600.0;5600.0;0.135;2.0;"2005-11-11 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.135;"";"";""
127;5887.0;1790.0;800.0;1000.0;1000.0;0.1237;1.0;"2005-11-29 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.1237;"";"";""
128;5935.0;1810.0;907.0;42000.0;42000.0;0.05;1.0;"2005-12-06 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
129;6009.0;1840.0;800.0;1000.0;1000.0;0.1237;1.0;"2005-12-19 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.1237;"";"";""
130;6010.0;1841.0;1062.0;2800.0;2800.0;0.135;2.0;"2005-12-19 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.135;"";"";""
131;6017.0;1844.0;907.0;42000.0;42000.0;0.05;1.0;"2005-12-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
132;6104.0;1858.0;907.0;42000.0;42000.0;0.05;1.0;"2005-12-27 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
133;6114.0;1862.0;908.0;28000.0;28000.0;0.051;1.0;"2006-01-02 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
134;6217.0;1904.0;907.0;42000.0;42000.0;0.05;1.0;"2006-01-18 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
135;6218.0;1904.0;907.0;42000.0;0.0;0.05;1.0;"2006-01-25 00:00:00.000";0.0;1.0;42000.0;"";"";"";"";0.05;"";"";""
136;6219.0;1904.0;907.0;42000.0;42000.0;0.05;1.0;"2006-02-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
137;6220.0;1904.0;907.0;42000.0;42000.0;0.05;1.0;"2006-02-20 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
138;6221.0;1904.0;907.0;42000.0;42000.0;0.05;1.0;"2006-03-10 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.05;"";"";""
139;6248.0;1918.0;1062.0;4200.0;4200.0;0.135;2.0;"2006-01-24 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.135;"";"";""
140;6280.0;1937.0;908.0;14000.0;14000.0;0.051;1.0;"2006-01-31 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.051;"";"";""
141;6289.0;1943.0;1065.0;1000.0;1000.0;0.088;2.0;"2006-01-31 00:00:00.000";0.0;1.0;0.0;"";"";"";"";0.088;"";"";""
142;6411.0;1999.0;908.0;14000.0;14000.0;0.051;1.0;"2006-02-23 00:00:00.000";0.0;1.0;0.0;"";"2006-02-23 00:00:00.000";"";"";0.051;"";"";""
143;6412.0;2000.0;1065.0;2000.0;2000.0;0.088;2.0;"2006-02-23 00:00:00.000";0.0;1.0;0.0;"";"2006-02-23 00:00:00.000";"";"";0.088;"";"";""
144;6413.0;2000.0;1062.0;6000.0;6000.0;0.135;2.0;"2006-02-23 00:00:00.000";0.0;1.0;0.0;"";"2006-02-23 00:00:00.000";"";"";0.135;"";"";""
145;6457.0;2023.0;908.0;42000.0;42000.0;0.051;1.0;"2006-03-09 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-03-09 00:00:00.000";"";"";0.051;"";"";""
146;6640.0;2083.0;1916.0;30.0;30.0;0.1672;1.0;"2006-03-27 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-03-27 00:00:00.000";"";"";0.1672;"";"";""
147;6816.0;2117.0;800.0;1000.0;1000.0;0.1367;1.0;"2006-04-04 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-04-04 00:00:00.000";"";"";0.1367;"";"";""
148;6861.0;2138.0;1062.0;6000.0;6000.0;0.135;2.0;"2006-04-17 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-04-17 00:00:00.000";"";"";0.135;"";"";""
149;6889.0;2148.0;908.0;42000.0;42000.0;0.051;1.0;"2006-04-20 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-04-20 00:00:00.000";"";"";0.051;"";"";""
150;6929.0;2167.0;1718.0;1000.0;1000.0;0.1752;1.0;"2006-05-02 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-02 00:00:00.000";"";"";0.1752;"";"";""
151;6984.0;2185.0;907.0;42000.0;42000.0;0.05;1.0;"2006-05-11 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-11 00:00:00.000";"";"";0.05;"";"";""
152;6985.0;2185.0;908.0;35000.0;35000.0;0.051;1.0;"2006-05-11 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-11 00:00:00.000";"";"";0.051;"";"";""
153;7025.0;2207.0;907.0;35000.0;35000.0;0.05;1.0;"2006-05-19 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-19 00:00:00.000";"";"";0.05;"";"";""
154;7026.0;2207.0;908.0;35000.0;35000.0;0.051;1.0;"2006-05-19 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-19 00:00:00.000";"";"";0.051;"";"";""
155;7066.0;2217.0;800.0;500.0;500.0;0.4944;1.0;"2006-05-24 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-24 00:00:00.000";"";"";0.4944;"";"";""
156;7111.0;2233.0;1065.0;1000.0;1000.0;0.088;2.0;"2006-05-31 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-05-31 00:00:00.000";"";"";0.088;"";"";""
157;7238.0;2267.0;800.0;1000.0;1000.0;0.1582;1.0;"2006-06-22 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-06-22 00:00:00.000";"";"";0.1582;"";"";""
158;7268.0;2277.0;907.0;42000.0;42000.0;0.071;1.0;"2006-06-27 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-06-27 00:00:00.000";"";"";0.071;"";"";""
159;7391.0;2298.0;907.0;42000.0;42000.0;0.071;1.0;"2006-07-06 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-07-06 00:00:00.000";"";"";0.071;"";"";""
160;7407.0;2304.0;1062.0;3000.0;3000.0;0.135;2.0;"2006-07-10 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-07-10 00:00:00.000";"";"";0.135;"";"";""
161;7409.0;2304.0;1065.0;1000.0;1000.0;0.088;2.0;"2006-07-10 00:00:00.000";0.0;1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2006-07-10 00:00:00.000";"";"";0.088;"";"";""
