,OP,DATA,RAZAO_SOCIAL,PK_PED
0,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
1,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
2,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
3,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
4,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
5,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
6,114562.0,2020-02-12 12:30:06.005,MAQUINAS AGRICOLAS JACTO S/A,140363.0
